"","AdultHeadBodyLen_mm","AdultBodyMass_g","LitterSize","GR_Area_km2","ActivityCycle","TrophicLevel","HabitatBreadth","DietBreadth","Order","Family","Genus","Species"
"Niviventer_langbianis",NA,NA,NA,192161.81,NA,NA,NA,NA,"Rodentia","Muridae","Niviventer","langbianis"
"Niviventer_lepturus",NA,NA,NA,14861.73,NA,NA,NA,NA,"Rodentia","Muridae","Niviventer","lepturus"
"Niviventer_niviventer",NA,100,NA,285657.49,NA,NA,NA,NA,"Rodentia","Muridae","Niviventer","niviventer"
"Niviventer_rapit",159,79.73,NA,115873.29,NA,NA,NA,NA,"Rodentia","Muridae","Niviventer","rapit"
"Niviventer_tenaster",NA,NA,NA,77232.22,NA,NA,NA,NA,"Rodentia","Muridae","Niviventer","tenaster"
"Noctilio_albiventris",66.5,31.46,0.99,13030875.29,"other","omnivore","1","3","Chiroptera","Noctilionidae","Noctilio","albiventris"
"Noctilio_leporinus",NA,29.93,NA,14991800.72,NA,NA,NA,NA,"Chiroptera","Noctilionidae","Noctilio","leporinus"
"Nomascus_concolor",545,6410.47,1.01,191956.23,"diurnal","omnivore","1","5","Primates","Hylobatidae","Nomascus","concolor"
"Nomascus_gabriellae",NA,NA,NA,88851.07,"diurnal",NA,NA,NA,"Primates","Hylobatidae","Nomascus","gabriellae"
"Nomascus_hainanus",NA,NA,NA,15875.47,NA,NA,NA,NA,"Primates","Hylobatidae","Nomascus","hainanus"
"Nomascus_leucogenys",545,7320,NA,194572.77,"diurnal",NA,NA,NA,"Primates","Hylobatidae","Nomascus","leucogenys"
"Nomascus_siki",NA,NA,NA,83883.77,NA,NA,NA,NA,"Primates","Hylobatidae","Nomascus","siki"
"Noronhomys_vespuccii",NA,NA,NA,NA,NA,NA,NA,NA,"Rodentia","Cricetidae","Noronhomys","vespuccii"
"Notiomys_edwardsii",NA,21.3,NA,73368.05,NA,"carnivore","2","1","Rodentia","Cricetidae","Notiomys","edwardsii"
"Notiosorex_cockrumi",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Notiosorex","cockrumi"
"Notiosorex_crawfordi",61.36,4.79,3.69,NA,"other","carnivore","1","1","Soricomorpha","Soricidae","Notiosorex","crawfordi"
"Notiosorex_evotis",66.53,5.28,NA,NA,NA,NA,"1",NA,"Soricomorpha","Soricidae","Notiosorex","evotis"
"Notiosorex_villai",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Notiosorex","villai"
"Notomys_alexis",100.93,32.34,4.01,2996063.11,NA,NA,NA,NA,"Rodentia","Muridae","Notomys","alexis"
"Notomys_amplus",145.05,89.99,NA,NA,NA,NA,NA,NA,"Rodentia","Muridae","Notomys","amplus"
"Notomys_aquilo",103.19,38.99,NA,55857.79,"nocturnal","omnivore",NA,"4","Rodentia","Muridae","Notomys","aquilo"
"Notomys_cervinus",100.8,34.79,2.95,353845.53,NA,NA,NA,NA,"Rodentia","Muridae","Notomys","cervinus"
"Notomys_fuscus",120.81,39.28,3.07,205961.5,"nocturnal","omnivore","2","5","Rodentia","Muridae","Notomys","fuscus"
"Notomys_longicaudatus",138.19,100,NA,NA,NA,NA,NA,NA,"Rodentia","Muridae","Notomys","longicaudatus"
"Notomys_macrotis",117.99,89.99,NA,NA,NA,NA,NA,NA,"Rodentia","Muridae","Notomys","macrotis"
"Notomys_mitchellii",113.31,42.8,3.28,613230.56,NA,NA,NA,NA,"Rodentia","Muridae","Notomys","mitchellii"
"Notomys_mordax",NA,89.99,NA,NA,NA,NA,NA,NA,"Rodentia","Muridae","Notomys","mordax"
"Notopteris_macdonaldi",NA,68.17,0.99,19355.8,NA,NA,"1",NA,"Chiroptera","Pteropodidae","Notopteris","macdonaldi"
"Notopteris_neocaledonica",NA,NA,1,10854.67,NA,NA,NA,NA,"Chiroptera","Pteropodidae","Notopteris","neocaledonica"
"Notoryctes_caurinus",NA,NA,NA,74482.27,NA,NA,"1",NA,"Notoryctemorphia","Notoryctidae","Notoryctes","caurinus"
"Notoryctes_typhlops",134.59,55,1,1779880.27,"other","omnivore","2","2","Notoryctemorphia","Notoryctidae","Notoryctes","typhlops"
"Nyctalus_aviator",NA,NA,1.91,550221.66,NA,NA,"1",NA,"Chiroptera","Vespertilionidae","Nyctalus","aviator"
"Nyctalus_azoreum",NA,NA,NA,2241.25,NA,NA,"1",NA,"Chiroptera","Vespertilionidae","Nyctalus","azoreum"
"Nyctalus_furvus",NA,NA,NA,18.98,NA,NA,NA,NA,"Chiroptera","Vespertilionidae","Nyctalus","furvus"
"Nyctalus_lasiopterus",NA,45.98,1.82,1629085.6,NA,"carnivore","1","1","Chiroptera","Vespertilionidae","Nyctalus","lasiopterus"
"Nyctalus_leisleri",NA,12.47,1.73,3415842.22,NA,NA,"1",NA,"Chiroptera","Vespertilionidae","Nyctalus","leisleri"
"Nyctalus_montanus",NA,NA,NA,336171.49,NA,NA,NA,NA,"Chiroptera","Vespertilionidae","Nyctalus","montanus"
"Nyctalus_noctula",75,28.48,1.33,8204371.69,NA,"carnivore","1","1","Chiroptera","Vespertilionidae","Nyctalus","noctula"
"Nyctalus_plancyi",NA,NA,NA,448501.74,NA,NA,NA,NA,"Chiroptera","Vespertilionidae","Nyctalus","plancyi"
"Nyctereutes_procyonoides",447.38,4214.99,6.36,6704451.99,"nocturnal","omnivore","1","6","Carnivora","Canidae","Nyctereutes","procyonoides"
"Nycteris_arge",NA,10.79,0.98,4579333.7,NA,NA,"1",NA,"Chiroptera","Nycteridae","Nycteris","arge"
"Nycteris_aurita",NA,NA,NA,500257.54,NA,NA,NA,NA,"Chiroptera","Nycteridae","Nycteris","aurita"
"Nycteris_gambiensis",NA,7.13,NA,558271.78,NA,NA,"1",NA,"Chiroptera","Nycteridae","Nycteris","gambiensis"
"Nycteris_grandis",75.99,29.8,1,6262590,NA,"carnivore","1","2","Chiroptera","Nycteridae","Nycteris","grandis"
"Nycteris_hispida",NA,7.98,0.99,14056670.99,NA,NA,"1",NA,"Chiroptera","Nycteridae","Nycteris","hispida"
"Nycteris_intermedia",NA,NA,NA,3728544.28,NA,NA,"1",NA,"Chiroptera","Nycteridae","Nycteris","intermedia"
"Nycteris_javanica",NA,17.78,1,132686.33,NA,"carnivore","1","2","Chiroptera","Nycteridae","Nycteris","javanica"
"Nycteris_macrotis",NA,14.49,0.99,9321164.08,NA,"carnivore","1","1","Chiroptera","Nycteridae","Nycteris","macrotis"
"Nycteris_madagascariensis",115,17.69,NA,50763.9,NA,"carnivore",NA,"1","Chiroptera","Nycteridae","Nycteris","madagascariensis"
"Nycteris_major",NA,NA,NA,3096721.15,NA,NA,"1",NA,"Chiroptera","Nycteridae","Nycteris","major"
"Nycteris_nana",NA,6.98,1,4237572.76,NA,NA,"1",NA,"Chiroptera","Nycteridae","Nycteris","nana"
"Nycteris_parisii",NA,NA,NA,410454.8,NA,NA,NA,NA,"Chiroptera","Nycteridae","Nycteris","parisii"
"Nycteris_thebaica",52.65,9.2,1,16847056.25,NA,"carnivore","1","1","Chiroptera","Nycteridae","Nycteris","thebaica"
"Nycteris_tragata",NA,14.4,NA,874536.94,NA,"carnivore","1","2","Chiroptera","Nycteridae","Nycteris","tragata"
"Nycteris_vinsoni",NA,NA,NA,52.88,NA,NA,NA,NA,"Chiroptera","Nycteridae","Nycteris","vinsoni"
"Nycteris_woodi",NA,7.6,NA,665399.76,NA,NA,"1",NA,"Chiroptera","Nycteridae","Nycteris","woodi"
"Nycticebus_bengalensis",NA,1137.36,NA,1941260,NA,NA,NA,NA,"Primates","Lorisidae","Nycticebus","bengalensis"
"Nycticebus_coucang",300,924.55,1.12,1504921.1,"nocturnal","omnivore","1","6","Primates","Lorisidae","Nycticebus","coucang"
"Nycticebus_pygmaeus",NA,342.32,1.75,262116.82,NA,NA,NA,NA,"Primates","Lorisidae","Nycticebus","pygmaeus"
"Nycticeinops_schlieffeni",NA,5.05,2.54,13760621.45,NA,"carnivore","1","1","Chiroptera","Vespertilionidae","Nycticeinops","schlieffeni"
"Nycticeius_aenobarbus",NA,NA,NA,NA,NA,NA,NA,NA,"Chiroptera","Vespertilionidae","Nycticeius","aenobarbus"
"Nycticeius_cubanus",NA,NA,NA,107157.22,NA,NA,NA,NA,"Chiroptera","Vespertilionidae","Nycticeius","cubanus"
"Nycticeius_humeralis",NA,9.12,1.94,2889477.8,NA,NA,"1",NA,"Chiroptera","Vespertilionidae","Nycticeius","humeralis"
"Nyctiellus_lepidus",NA,NA,NA,66549.07,NA,"carnivore","1","1","Chiroptera","Natalidae","Nyctiellus","lepidus"
"Nyctimene_aello",121.55,85.26,0.98,390567.59,NA,NA,"1",NA,"Chiroptera","Pteropodidae","Nyctimene","aello"
"Nyctimene_albiventer",82.32,29.95,0.98,527482.57,NA,"herbivore","1","1","Chiroptera","Pteropodidae","Nyctimene","albiventer"
"Nyctimene_cephalotes",94.7,44.92,0.98,251382.79,NA,NA,"1",NA,"Chiroptera","Pteropodidae","Nyctimene","cephalotes"
"Nyctimene_certans",86.36,43.24,NA,122392.34,NA,NA,"1",NA,"Chiroptera","Pteropodidae","Nyctimene","certans"
"Nyctimene_cyclotis",NA,48.83,NA,259281.47,NA,NA,"1",NA,"Chiroptera","Pteropodidae","Nyctimene","cyclotis"
"Nyctimene_draconilla",110,30.15,NA,78720.86,NA,"omnivore","1","3","Chiroptera","Pteropodidae","Nyctimene","draconilla"
